distance_error_m,distance_est_m,distance_gt_m,frame,inliers,lateral_error_m,lateral_est_m,lateral_gt_m,pnp_ok,used_keypoints,yaw_error_flipped_deg,yaw_error_normal_deg,yaw_est_deg,yaw_gt_deg
0.08874557254255944,3.3933781309566506,3.304632558414091,val_00102,7,-0.009894002566393154,-0.07233621496168112,-0.062442212395287966,1,7,3.808750263551815,-13.934071754556356,-8.871411009054086,5.062660745502274
-0.03567862821567935,2.7933665706852877,2.829045198900967,val_00107,6,-0.008471524072000053,-0.19915667847703242,-0.19068515440503236,1,7,-2.101247721419014,9.199513938498825,5.650380829958918,-3.549133108539902
-0.1656650711989771,3.0990255778314033,3.2646906490303804,val_00112,6,0.0017537213200749247,0.16230781473404912,0.1605540934139742,1,8,3.9743965773552077,-15.885185970571314,-9.929791273963264,5.9553946966080495
0.09427197751845373,2.77939148630941,2.6851195087909563,val_00117,6,4.4705083031088e-05,-0.18209530766430024,-0.18214001274733133,1,8,0.7347569590688465,11.132304244791271,5.198773642861207,-5.93353060193005
0.12996541764360003,2.793539218914211,2.663573801270611,val_00122,6,-0.043085865321470795,-0.1551024667338102,-0.1120166014123394,1,6,-2.1523171642887746,13.70610459893561,7.929210881612188,-5.776893717323418
0.008346570153625166,3.0303025441928644,3.021955974039239,val_00127,6,0.05516367412039797,0.005601573679123399,-0.04956210044127457,1,7,5.671389830458736,11.759595505649145,3.0441028375952035,-8.715492668053953
0.0431807574921419,2.7132455241656586,2.6700647666735167,val_00132,5,0.05392734819683358,0.061021612071095396,0.007094263874261819,1,6,1.4429150216984965,-26.554621587488725,-13.998768304593618,12.555853282895114
0.01025911258600365,3.1706122191766553,3.1603531065906516,val_00137,6,0.027052669535326757,-0.23626879542960205,-0.2633214649649288,1,7,2.9087650926692845,15.65190451069222,6.371569709011471,-9.280334801680755
-0.04763931266212129,2.3244039752098162,2.3720432878719375,val_00142,4,-0.03413823732091403,0.26396068221910834,0.2980989195400224,1,4,-4.464722901908004,-20.83560818329846,-8.185442640695227,12.650165542603222
0.1404951028965078,3.121659997732136,2.9811648948356284,val_00147,6,-0.1881308852849131,-0.013617777888594938,0.17451310739631815,1,7,-2.916917804854137,-24.66019057894124,-10.871636387043548,13.788554191897688
-0.11060551297476229,2.6574627116241927,2.768068224598955,val_00153,4,0.09792130895303702,0.2785613687315123,0.1806400597784753,1,4,28.137594331624967,-31.641363641251644,-29.889478986438306,1.7518846548133276
-0.04729343215268145,2.581588110798271,2.6288815429509524,val_00158,4,-0.023664209599295605,-0.3108387927287345,-0.2871745831294389,1,4,0.5582777249943547,11.962853815963484,5.702288045484557,-6.2605657704789195
-0.028485923516703426,2.093734817919302,2.1222207414360055,val_00163,4,-0.034073318158263144,-0.14611815455823496,-0.11204483639997181,1,4,-0.375630696942693,26.92607374622264,13.650852221582664,-13.275221524639969
-0.012205147164340957,3.017354705411867,3.0295598525762077,val_00168,6,0.05296726522190515,-0.024703102532415804,-0.07767036775432096,1,8,3.6887296535690552,-2.637752982344324,-3.163241317956688,-0.5254883356123621
0.08926378192146567,2.462220543550187,2.3729567616287213,val_00173,5,-0.019803665412003832,-0.110997001934162,-0.09119333652215816,1,6,1.5808422523919319,26.085063231586787,12.252110489597422,-13.832952741989354
-0.3101293120879274,3.0224267253207726,3.3325560374087,val_00178,6,-0.12333035715912928,-0.103404044989254,0.019926312169875282,1,8,-3.8308132328980378,18.713542741768492,11.27217798733328,-7.441364754435229
-0.7542998907792224,2.6979849784738903,3.4522848692531127,val_00183,4,0.47866712770965186,0.26609720055051245,-0.21256992715913942,1,4,18.126574805677137,-39.28729998555826,-28.706937395617704,10.580362589940574
-0.08580094244098868,3.074356479712217,3.1601574221532056,val_00188,6,-0.03486442177670153,-0.10724223844012228,-0.07237781666342075,1,7,-4.214051315702704,-16.45341764906172,-6.1196831666795095,10.333734482382209
-0.04386009421955617,2.63998100489757,2.683841099117126,val_00193,6,0.026366277663336407,-0.10452477106728378,-0.13089104873062019,1,7,-1.9135062485698597,15.66570688884596,8.789606568707907,-6.8761003201380415
-0.06765813642470242,2.287589207633221,2.3552473440579234,val_00199,4,-0.029432808476330896,0.2240575762830031,0.253490384759334,1,4,-0.6668883893724171,-13.598594263102996,-6.46585293686528,7.132741326237706
