frame,distance_m,lateral_m,yaw_deg,background_index,visible_keypoints,occluded_keypoints,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax
train_00022,3.30577785475515,-0.12093312513082025,4.1684848459801565,4,4,4,53.464259557731566,184.07783425576775,1066.4166510048165,593.710078308146
train_00023,3.3777402415935533,0.05936675067613739,-0.3418287591315643,0,5,3,191.6647906556475,203.68636452277767,1180.611225510591,597.6023808343609
train_00024,3.3936479243969258,0.22723312669391055,9.949965880835382,2,6,0,349.8112462219524,201.93229219789202,1280.0,606.9862085806699
train_00025,3.1487516439604817,-0.22296512130014232,-0.7415286570380601,4,4,2,0.0,151.2621195021121,980.1390771928482,579.3450120934635
train_00026,3.393370239503265,0.1531591179814833,5.696028962988642,2,5,3,298.44262851115417,150.32778834328352,1271.9128265197292,550.1268047369795
train_00027,2.6772292120866945,-0.15125663180039522,-13.079223110209652,0,4,2,0.0,72.85644798808048,1078.228459903876,621.5594369855692
train_00028,2.88246307768585,-0.1619311604420538,-8.393478466453216,0,4,2,0.0,97.3396295091184,1027.5668449030868,588.3301477516397
train_00029,3.0617614198226812,-0.26467573987420595,-12.977990156690776,0,4,2,0.0,108.90521468626191,947.5282956483228,573.0398395613768
train_00030,3.2894531003806198,-0.25748559006680793,-7.8598609689301435,3,4,2,0.0,130.69617640370575,909.5247808727652,548.7453996987945
train_00031,2.978217340997783,0.024352762860183008,-14.557264305130484,0,6,2,48.33027317927822,140.6745763302814,1171.115498014337,622.8744161344927
train_00032,3.389550474512191,0.20921744064858322,-10.01066668188258,3,7,1,275.473897432379,175.23210476664693,1252.1904318261852,581.0734742915602
train_00033,2.7220376269565594,0.21879023641812928,12.073285965316458,1,5,1,267.4817501280928,117.13611291491405,1280.0,651.3463581665894
train_00034,2.992806967926118,-0.007997153007402336,-9.303063981970887,1,6,2,32.714590211299,146.1771952357787,1148.8789789077157,616.214374535315
train_00035,3.453064047453738,0.04750817448975375,1.2658560412282256,2,5,3,200.36420919966355,184.4595745219656,1163.751094085635,569.9083545752699
train_00036,2.6858368588556782,0.2574109990233085,13.0720286233447,0,5,1,287.97671472432137,112.00225932330213,1280.0,657.55243074229
train_00037,2.687428283927879,0.2990726645126654,14.882893435652832,0,5,1,311.8719450663878,110.35188595943457,1280.0,659.550225609695
train_00038,2.806451606152441,0.0035308164292592314,-11.026302889005981,2,5,2,0.0,127.14923870113199,1189.7260252069757,639.2287693909612
train_00039,3.4083950058906556,-0.21942533136397935,-11.537139887426934,0,4,2,0.0,175.52389624506873,940.6301736344826,580.7158346583075
train_00040,3.113625025971498,-0.2067312541350057,-6.547311856263171,1,4,2,0.0,158.18372503416458,964.0292269111194,601.6910173830556
train_00041,3.111846362521896,0.031008252675834735,-2.16939243057962,0,6,2,114.51266694740369,161.4454716938393,1200.7492649861586,597.7447991460975
train_00042,2.644680069321158,-0.27490268509868526,-4.060454540182318,0,4,0,0.0,117.13462612794608,979.6564026582291,651.3444065252537
train_00043,3.348386954789712,-0.17395407699614757,-7.514107823312267,0,6,1,0.0,174.10742436988915,958.2978469531946,582.4290649833861
train_00044,2.5305179519219276,0.0359301114863218,11.241381706232737,4,5,1,62.91971431297803,94.73229211289758,1280.0,678.4444405988459
train_00045,3.124216416715309,0.25545829354173394,-7.89788003311924,1,6,0,286.7175705463419,157.98705319854557,1280.0,601.9277285608166
train_00046,3.4643090493964444,0.18646303196423814,11.442486139899732,0,5,2,323.44977535217595,179.1058931732165,1280.0,576.3843839947875
train_00047,3.2033527084057085,0.21843841702516759,9.322479497231669,2,4,2,331.31661071721425,162.90084410930294,1280.0,595.9868109031727
train_00048,3.2878898770066725,-0.16653976947260132,9.49759816790787,3,7,1,38.61171566530167,168.78045917327992,1049.1708211965115,588.8755185301284
train_00049,2.524487636668878,0.19232182858293717,11.139691075890244,1,6,0,225.09666708146725,94.05778392575726,1280.0,679.2597649613115
train_00050,2.0354966520521773,-0.1841221270033748,-5.152141464068805,0,4,0,0.0,20.359037742890575,1239.3643543324006,720.0
train_00051,3.4503336560725417,-0.13252500436687714,4.244452158228832,3,8,0,72.32926096046548,182.47118326959946,1036.8177994124992,572.3144097361844
train_00052,3.0192771775403955,0.2061966979632484,-5.065503953567788,0,6,0,240.40238409662834,151.89916633560014,1280.0,609.2918180025681
train_00053,2.1730126277771413,0.2822403666133368,-9.642965514826091,2,4,0,130.54559814227582,39.65046397133843,1280.0,720.0
train_00054,2.654590825805912,0.2905415095899539,-11.530626479120087,4,4,0,237.55142828999362,109.94902392481693,1280.0,660.0343407727504
train_00055,2.285118161753444,-0.27336807977206135,-1.9182745363508307,4,4,0,0.0,72.65912632427943,1066.4117433600763,705.1401443023941
train_00056,3.388362748248624,0.023071198255675163,6.5828999743453664,1,7,1,198.04172370037912,177.25080688585984,1173.4826208859065,578.6289018754567
train_00057,2.546332207671896,-0.25801571332421386,4.9271305473381695,2,4,0,0.0,104.5509990234145,1070.3177374803815,666.5691383837486
train_00058,2.934733114919614,0.09803248575932655,-11.261240530068967,2,8,0,109.61090113179885,139.38173917148038,1251.187454065535,624.433484836676
train_00059,2.7606837560529036,0.10013574246343782,-5.214512854278004,2,6,0,92.33093273453107,128.22328213387496,1280.0,637.9305659143937
train_00060,3.015976917909099,0.24168332743954962,3.4654474785414173,2,5,1,317.0258024272789,153.91501999952717,1280.0,609.0472524008649
train_00061,2.644832224984752,0.04799086871740921,4.641168711092149,3,4,2,59.94147360687997,137.5967244555985,1280.0,673.1737757746032
train_00062,2.6626790252569297,0.10537633991405992,0.33521990623761333,1,4,2,100.16912306488202,149.52927131932415,1280.0,669.8990216826201
train_00063,2.988276117497633,-0.12972815700418353,4.915615089149963,4,6,0,0.0,177.00706987578374,1112.6424294606404,639.6667818063506
train_00064,2.5027823831147016,0.19105407872199853,7.5341441262219675,2,4,2,207.37249665609568,110.93719008623191,1280.0,692.2743425676888
train_00065,2.3369609989959326,-0.180522040364054,-14.26723836819521,1,5,1,0.0,56.397530207654064,1115.814138868169,713.1876446375215
train_00066,3.4759040341727774,0.06676438383640804,8.054680170005906,3,7,1,253.5447890776328,167.92278632430884,1195.4355813776092,559.5257622483877
train_00067,3.33898973931705,0.2162643392535128,11.563956165295977,3,6,0,330.71689262909695,138.08577393067515,1280.0,553.7996322416255
train_00068,2.328261705218479,0.18246591370388582,5.87735329224715,3,4,2,138.80172620074683,33.83893026437183,1280.0,666.6366850459026
train_00069,2.8931784777041294,0.2700237650658936,11.742777774313112,4,5,1,326.06750359020805,94.82235789407619,1280.0,590.1189414369342
train_00070,3.222509760997526,0.23521217780461084,-2.1977772942403337,4,5,1,304.29703616731206,131.7868382903279,1280.0,551.2159443259183
train_00071,3.419093050385151,-0.2882808259573637,11.419700182734708,4,5,1,0.0,176.28272241942486,945.2616272629202,579.8016420428435
train_00072,3.1998022564119015,0.23868680843951712,-0.3531156734924856,2,5,1,314.2747863453011,169.11821789743186,1280.0,588.4619563275393
train_00073,2.653753964069955,-0.28258510803197084,-4.916113689048526,3,4,1,0.0,117.16960296439555,963.5739661878313,651.3006121187152
train_00074,3.086272066440933,0.2043033978375351,12.586248620069277,4,5,1,295.07048451648575,151.50598524188686,1280.0,609.7708563912328
train_00075,2.8011854442987563,0.244157317552061,2.7567832688373244,0,4,2,283.9724948770139,134.69598870711403,1280.0,630.1038454141722
train_00076,2.378407297673571,-0.25085626034301445,-14.41850138849968,4,6,0,0.0,68.30485111580502,1046.7713064771908,710.4059409903149
train_00077,2.078128412364883,0.2711518154291526,-8.273335028407555,0,4,0,93.7430826006591,22.92783217452621,1280.0,720.0
train_00078,3.1718495744163424,0.09105279314633363,7.626996121785787,1,7,1,228.4432505150084,161.7761816837396,1273.7811521389249,597.3470296861194
train_00079,3.0491974568692264,0.16013885901374447,-9.966325698965932,4,5,2,188.1312783315213,150.4173355031766,1280.0,611.0843519529261
train_00080,3.445602116151813,0.13101433715760497,8.333756585262979,1,8,0,301.3737218885285,179.74366167513264,1249.5213428581703,575.6119956962702
train_00081,3.4470811595511313,-0.23514075020543607,-14.229647235076019,2,5,1,0.0,176.46250559029198,938.6386064040514,579.5827400083552
train_00082,3.0457895037436584,-0.11905038870739981,5.527771174999685,0,7,1,1.988960129472943,153.65096564624565,1113.9322407719128,607.1768104976567
train_00083,3.1943408249003182,0.03955953322038952,-13.767926093815916,4,7,1,105.21528944514444,159.19447275396365,1144.2573039212916,600.467918374165
train_00084,3.441181350821868,0.08135106366086753,9.861219330073745,1,7,1,262.92276678940743,178.5780532457183,1216.1156701127402,577.0231750203022
train_00085,2.6532307175115157,0.1402771824080351,13.96421193714233,2,5,1,185.3596157603937,107.21115400677358,1280.0,663.3498557106936
train_00086,2.9238685310803265,0.2517705941416602,8.239243511147237,3,5,1,334.61226635362897,140.99108111029105,1280.0,622.4894618059079
train_00087,3.2460965283359053,-0.24800226116659535,11.448935520083158,1,6,0,0.0,164.56168271610343,995.3504623583495,593.9789289145384
train_00088,3.1257144227405096,0.04190978680699331,5.045654113364808,2,7,1,161.7099414175506,160.24357023238645,1235.6096821026265,599.201717542944
train_00089,2.5322374492641426,-0.14498855468479316,-6.610245358872421,4,4,2,0.0,100.69115331062146,1127.6430141407322,671.2336639134577
train_00090,3.051775625498302,-0.13423885454628906,-14.695466566839686,1,5,1,0.0,147.0451560345535,1047.7972674053622,615.1644896808573
train_00091,3.0359140091697845,0.08754173984457136,-0.2753599476424142,0,5,3,158.3350971668201,157.22193537110834,1276.9797827551517,602.8535091875447
train_00092,2.995940032395224,-0.07858772960337781,1.6041886503074885,2,4,4,7.29564255720085,152.90099464668748,1143.5839777415322,608.0839805932134
train_00093,2.4063746404642945,-0.1491577942794351,-11.380323457430826,1,5,1,0.0,76.90231592973154,1112.4118703614085,700.0076890253978
train_00094,2.4733219160089797,0.14572863818346238,13.526326811803042,1,5,1,162.96297058073742,83.98723169317047,1280.0,691.440814070793
train_00095,3.464910534324585,0.014782121465164721,-6.510038901751349,0,6,2,148.3065194851548,181.98816578103282,1100.8925252085498,572.8956716738459
train_00096,3.248942544990602,-0.12225212204091332,-4.173567925518407,2,5,3,6.895973993731843,169.7159089288964,1033.8933851135469,587.7410298384301
train_00097,2.8300384501979123,0.11845043574611669,-11.211615211247732,3,7,0,106.72451878465097,129.3713123858705,1280.0,636.542025079686
train_00098,2.153881470181641,-0.2926407579746952,-6.469820185885519,3,4,0,0.0,41.86561733457866,1031.4468108696199,720.0
train_00099,2.6607031972040156,-0.18938179776595096,-13.458698484492665,3,6,0,0.0,108.60502801684694,1051.4256770915067,661.6616371527754
train_00100,2.171130711087387,-0.2607939389316405,-0.2476031912679595,4,4,0,0.0,56.82491390246315,1124.4845784823106,720.0
train_00101,2.9441685604279977,-0.2678345554244801,-10.524072465790345,4,5,1,0.0,108.95238716053329,944.4871022636028,590.9005946841202
train_00102,3.423688463537047,-0.24889145496226195,-7.554271343696516,4,4,2,0.0,179.55249069558894,904.4795284632756,577.464882621428
train_00103,3.1466651679892914,0.06379059074577764,8.722224895302581,1,7,1,208.17216036265927,170.20541808477475,1260.194716371675,611.6993417470554
train_00104,3.163540309547326,-0.07177318431207039,12.255131328714118,2,7,1,113.24637973220462,176.82388300731105,1152.1726408348834,620.9563742538908
train_00105,3.29024999873927,0.29401875628007873,-5.838592670419189,4,4,2,345.27918527007034,194.97258332171066,1280.0,609.272163716048
train_00106,2.938272545609905,-0.14121232482599555,-12.56437603599047,1,4,2,0.0,152.94217440022294,1046.3638812516704,639.5340294596588
train_00107,2.260720322489652,-0.25496107865929923,-14.919728321913428,3,4,2,0.0,41.887189582551486,1065.2460150090003,720.0
train_00108,3.0340567036771535,-0.01805251259538848,-14.02080433857227,2,7,1,24.4597391320508,131.85496436930882,1129.560675424691,602.4271237835193
train_00109,3.0604337448185497,0.12179253485623032,-1.3790602077887026,1,4,3,187.4765859019928,136.39460597828784,1280.0,580.1739978402202
train_00110,3.385866566723823,0.17269681598803882,3.751740214926656,1,5,2,302.4519571965945,151.10368837416098,1280.0,549.2191029196761
train_00111,3.2399467394750894,-0.2571540978865115,-10.02231632337826,2,4,2,0.0,128.42996816012928,923.6571255238375,557.2761295215835
train_00112,2.892566055979107,0.19454418079200553,12.635775869029146,3,4,2,265.7932901750323,94.49393693651615,1280.0,591.6126962004003
train_00113,2.7507082656768884,-0.003722868392949441,-12.58674444302097,0,6,1,0.0,79.03818110093022,1185.3023887678714,608.3088159810985
train_00114,3.3341343339386804,0.14072035397136917,3.111409228377319,0,5,3,266.436442547353,138.69353765801972,1267.7005613632684,543.2292260956552
train_00115,2.8643704769041203,0.15786540250302328,-9.744278161860821,4,4,2,153.06648849319083,109.26442867429644,1280.0,606.4574777819897
train_00116,2.6538274806155044,0.188546966724362,14.07165708197111,3,5,1,223.34016366245407,98.19032545630212,1280.0,654.612752497992
train_00117,2.5219415844419757,-0.1000149638009448,5.104005285635562,1,4,2,0.0,101.2490189343261,1248.5794346202028,670.4891230768287
train_00118,3.220349052106959,0.030057965383069762,-1.3552227419481166,2,4,4,137.26213728956003,169.78657729365514,1181.6563944667287,587.6596055419658
train_00119,2.619871356198982,-0.18745047516328373,-4.146619225449742,3,4,2,0.0,114.24075235456714,1078.5606541684356,654.8433909970508
train_00120,2.9381131132175136,0.15599432163661014,-8.893252849491784,4,4,2,168.43738303654766,141.70760876968453,1280.0,621.6183145634049
train_00121,3.064674237650389,-0.11354991696399894,-14.589766066018178,3,4,2,0.0,148.22046077556757,1060.2909296242021,613.7416162498572
train_00122,2.139813801922284,0.29535428363713173,12.38789635452504,3,4,0,250.11320001918904,27.897107502628064,1280.0,720.0
train_00123,3.420591113539034,0.0886258132702552,-10.380866267150157,2,7,1,187.10334036627108,176.98330795280486,1145.4916075938936,578.9492435732318
train_00124,2.7623613373893408,0.22759575308788565,10.920808032857643,2,4,2,285.388832332985,122.66617498379523,1280.0,644.654816283091
train_00125,2.869885075825106,0.09596445183295166,10.95781784100728,3,4,2,200.02588743690006,133.53917847348188,1280.0,631.5036928383493
train_00126,2.8078708665558105,-0.09292563498419548,1.5575225121243292,4,4,2,0.0,136.52205086014575,1168.943034811833,627.895402077017
train_00127,2.565815081320829,0.2597113534291566,11.088050497022056,1,4,2,286.4047751595988,99.53455749016514,1280.0,672.6372496521551
train_00128,2.7889266302113422,-0.02584315531545467,6.6733148271192775,3,5,3,32.922787787418244,129.58588450492027,1258.2842376618403,636.2862054529146
train_00129,3.306399457023829,0.2819740764246637,-12.755152552688735,2,4,1,314.7062541396198,167.99295852326142,1280.0,589.8243576250128
train_00130,2.5078418510771474,0.11562275915212922,4.495099577378177,2,4,2,97.38313573069227,100.28846336252944,1280.0,671.7237751974815
train_00131,3.4961388844343233,0.1480598200427562,-1.9808558423062301,0,5,3,269.46874075602517,186.50945704233362,1220.8018970262801,567.4260886499508
train_00132,3.140554539491398,0.12233449759742276,-11.984782790315478,1,6,2,166.45498146418475,156.27274586335568,1219.837621818285,604.0018466994383
train_00133,2.440051663947813,-0.07509534613481109,-10.632906129018046,4,4,2,0.0,82.92351167323686,1202.3828564295357,692.7244963204151
train_00134,2.7465008785519265,0.04989427839123178,-8.034346671145432,2,5,3,30.43316186177165,123.86596124992677,1275.238740366008,643.2013661895382
train_00135,3.3518141353983246,0.10656653141944766,-10.26073133784639,3,6,2,191.0035766937744,172.61334436972462,1173.5224472974273,584.2357450911362
train_00136,3.4178534524019692,0.2925910171310829,-6.025372526286834,3,4,2,355.4949695924108,179.43752840557008,1280.0,575.980384301247
train_00137,3.0354702686901938,-0.02589851239932811,-5.936349883850591,3,6,2,35.567148527786614,152.49741927336893,1144.9058498140314,608.5688112059437
train_00138,3.2800031879902787,-0.23600803954658345,-3.559071070271129,2,4,2,0.0,172.23182098253642,937.9898160455326,584.6979468228651
train_00139,3.365925430578066,0.14710329248038206,9.985166990195651,2,6,2,296.48334947837054,173.71544964031506,1280.0,582.9051015043525
train_00140,3.163611469405071,-0.1619289654177502,9.057958726358628,1,4,4,11.779362604535564,160.12848750241346,1069.6364120976482,599.3413665265332
train_00141,2.954926817008838,0.07253469787818245,5.332933758700783,1,4,3,159.50386374126913,146.25947263737729,1280.0,616.1172755565669
train_00142,3.1829157260152305,-0.2799812812526205,-4.054163009145908,1,4,2,0.0,165.1867190913229,907.6626137726021,593.2201038781985
train_00143,3.371073430307468,0.26651268965831915,14.021522285004366,2,4,2,355.91303283574575,171.6526831993038,1280.0,585.3999453278576
train_00144,3.1198390260755673,-0.09677084771886824,-11.544908776507217,0,5,2,0.0,154.95163794944193,1050.1802043584876,605.600463491072
train_00145,2.211135522508824,0.27990012567765127,10.804217906964656,3,4,0,257.4018999494313,44.87606749839914,1280.0,720.0
train_00146,3.4509046209500482,0.18275258641233716,-4.026748517833008,3,5,3,282.4225682055586,182.65236098814805,1248.0855363925536,572.0917890901068
train_00147,2.876840137478249,0.19345038073606452,13.208756753386627,0,4,2,261.04665814529505,132.2454902569595,1280.0,633.0682822356387
train_00148,3.012254833062983,-0.01711387921113683,3.5864060113358853,4,5,3,77.54996193748845,152.54272849445024,1203.658886866158,608.517142463112
train_00149,3.364081457641838,-0.11868589528244985,-2.751124326137619,1,5,3,38.61941930256798,178.18166144277092,1028.5164608035525,577.5004478275532
train_00150,3.283175289958932,-0.2403872252363218,5.570407964438562,4,4,2,0.0,171.06143250867402,977.7954955293313,586.1165962698392
train_00151,3.352544318636982,0.08689608585241665,-13.183497325001737,2,7,1,169.71745663058257,170.88577525813662,1150.0015580860436,586.3255982938196
train_00152,3.182965631416414,0.05758898110465205,-6.68175462072951,1,7,1,134.28631064007425,163.2785224014106,1185.815578353428,595.5275161442498
train_00153,3.4812909565492585,0.024129274117890842,8.955414706728707,0,6,2,226.11068703450735,181.5435582483624,1164.3796305352607,573.4360672509655
train_00154,2.9915864638959753,-0.284531910128281,-14.554190183078735,1,5,1,0.0,141.87338186251455,946.3996203203111,621.4207619948878
train_00155,2.8832793830756636,-0.2905313498933038,-7.0389747502508,1,5,1,0.0,138.33406178063734,914.4637974863444,625.7017734385599
train_00156,3.1125770854312242,0.01565131595872027,7.36995825101987,3,6,2,149.55965128013014,157.4784495803676,1222.8174763778873,602.5465365005351
train_00157,2.6724128214048264,-0.08277661570949277,2.809980536040811,3,5,1,0.0,121.5696153412134,1216.9470652140628,645.9830081275608
train_00158,3.270947814750864,-0.044235828432004964,-11.761145109623184,3,7,1,56.36866585753239,166.12858701210934,1068.3386512313366,592.080363306001
train_00159,2.908140187302969,-0.2404929229925748,6.053382556381987,4,4,1,0.0,141.49332189921273,1029.6900996909133,621.8834033520197
train_00160,3.0812598749863986,-0.17098616020350185,-1.4533525210415537,1,4,2,0.0,159.71854501633365,1030.895267287166,599.8342505816897
train_00161,2.4688225249956997,-0.11248585731487931,-7.353306105516624,1,4,2,0.0,91.3776362718073,1176.2905330866954,682.4988334003788
train_00162,3.030231553200465,-0.015439268646538384,-12.26325634901854,0,6,2,28.887859224516603,147.03668810156665,1122.3655621165474,615.1743351235555
train_00163,2.834556103423025,0.05187904964368617,1.8475924197621723,2,5,2,94.05903564553931,138.72946966653475,1280.0,625.2258805346178
train_00164,3.005019897098444,-0.05351482024670509,11.208221167029556,3,5,3,88.62292186455285,145.70072111391733,1195.0965577465558,616.7933608985908
train_00165,3.302138223303597,0.13263640724768966,14.051958759344235,4,4,3,262.42884679269696,166.90859159302997,1280.0,591.1389633326452
train_00166,2.985104454482228,-0.16545307853546065,-11.753448542182001,4,4,2,0.0,143.50958846392433,1019.081789746084,619.4411695470469
train_00167,3.0124650669399555,0.034043853102268984,3.2698474665919584,2,5,3,123.0494396651406,152.82643897472917,1248.2585292197855,608.1738247978197
train_00168,2.5265351311054727,-0.19115666507245882,-10.702455289739127,3,4,2,0.0,94.84241396863791,1052.9351622028023,678.3083671593128
train_00169,2.1043781318725046,0.14458143547105196,14.154309562740572,0,4,2,83.2403378404615,16.884846208480067,1280.0,720.0
train_00170,3.11916764300856,-0.17092027197989343,-2.405025187064906,2,4,2,0.0,161.80003499662786,1020.2357210802677,597.3164371494354
train_00171,2.7284925573364944,-0.03477348798133251,-6.804994669056917,4,5,1,0.0,123.2338534164916,1199.2825172291955,643.9661843879828
train_00172,2.7299491300463763,0.10027953524180977,-13.637479121867175,3,5,2,62.43255400033583,116.44196718733026,1280.0,652.1813185702806
train_00173,3.476668487481679,-0.2671308248891514,-8.867306269388047,1,4,2,0.0,181.31091440015834,894.2797989801637,573.7156162107298
train_00174,3.151024290962906,0.15849653745674858,-6.316586063476873,0,4,3,214.4572791418905,161.19342380107742,1280.0,598.0494418197925
train_00175,2.689631375534413,-0.25328243287454544,-5.608181079679916,3,4,2,0.0,120.34353006763621,984.2781270800681,647.4629335064253
train_00176,3.2667265397220455,-0.15401011510635979,2.666138649087358,4,6,2,9.796552727731367,171.95489932465696,1038.3084304062345,585.0356539058638
train_00177,2.154206791666644,-0.14641906679896208,-9.795029326737156,1,5,1,0.0,35.6462245825846,1207.1248334578054,720.0
train_00178,3.140322943320338,0.09330540631124346,-9.685616131583126,3,7,1,147.8971737877112,157.90506528634162,1208.5985082151053,602.0273742230644
train_00179,2.6959296027695294,0.03824128997270976,2.3840426911946935,4,5,1,49.08813106805951,124.53897868702563,1280.0,642.3908921491935
train_00180,2.9644877460073493,0.2919191686415155,-5.303752750699179,2,4,0,308.5247699928906,147.12115015360826,1280.0,615.0711369737294
train_00181,2.2264361020896155,-0.25902824490254633,-1.7337580849114538,2,4,0,0.0,63.51851673993365,1100.9005719968413,716.1959366161142
train_00182,3.1944945187271423,0.054851854098612596,-4.441733321397702,0,8,0,141.50528812867265,165.73488135355393,1193.1379228621663,592.5561849696503
train_00183,2.8911197279438507,-0.06931051405052105,2.4098822223357175,0,6,1,0.0,144.37299491072616,1178.5693940748572,620.7928713845928
train_00184,2.6746005554763594,0.18588955061878265,4.555123639458294,2,5,1,214.8876222150905,132.45256462462007,1280.0,660.621103760224
train_00185,2.9075087511050963,0.0008203811236965897,13.73167076599755,3,7,1,120.63013080572766,154.92654820445642,1269.4399853643877,650.109231241255
train_00186,3.4864790339703315,0.01444113190210472,3.2941621896802324,2,5,3,189.00183440394173,198.51835979013492,1140.0768795054244,582.3275037599491
train_00187,2.37799367744923,0.21093975599064257,13.932300859617296,4,4,2,200.09223102195529,38.885876455569345,1280.0,680.3514008696214
train_00188,3.309919493090808,-0.09998277836366604,2.4821854375925874,1,6,2,61.74516869476946,142.12856080433738,1076.1112292093173,549.0986892209391
train_00189,3.37511968258568,-0.11386095746891273,4.681641541081657,3,7,1,73.48045080618363,141.31269354566246,1063.9811616202844,542.361152539012
train_00190,2.5650189590844503,0.1749971747181261,9.395543514444029,4,5,1,216.15651946361524,59.75022776489829,1280.0,629.6592593488607
train_00191,2.5438965034730665,-0.1918422462738932,-8.574220163732988,3,4,2,0.0,60.237801091591244,1056.3511989296321,633.8670732621357
train_00192,3.2666425830288253,-0.2393155417992635,8.126241610893029,4,5,1,0.0,138.19337654364395,990.453904476053,559.9599673635847
train_00193,2.895869661607443,-0.20744834320732708,-9.574620984939102,4,4,2,0.0,119.76259943785509,987.6867020077784,609.8812131680479
train_00194,3.213565579458952,-0.20067650055356479,-1.8697978458495985,3,4,2,0.0,160.35260624567064,984.9918905571903,580.2064179931808
train_00195,2.5464491211961535,0.13175140427438997,14.08765810225875,4,5,1,160.3090466245677,93.44048621235466,1280.0,679.9346168126905
train_00196,2.358752745868279,0.2793579823164219,8.531107187796145,1,4,0,292.8259569654357,73.72498158089098,1280.0,703.8553925723445
train_00197,2.5517614373375492,0.2682781021464738,14.53319380594732,3,5,1,272.2751940429363,93.68305635941368,1280.0,679.7162595482214
train_00198,3.154157827963364,0.1668744223499556,0.08720074462736882,3,4,2,249.24599661484535,166.1130489449696,1280.0,592.1032261268032
train_00199,3.449402229808921,0.19013474374874406,9.037776724546429,1,7,0,335.1033839330193,179.56575876923938,1280.0,575.8271493219665
train_00200,3.3095028800890205,-0.26869211804339727,-0.5822803361452493,2,4,2,0.0,176.19581388684313,924.2284807144299,579.9014775511664
train_00201,2.8318111181366468,-0.2384461609509544,10.376768302003153,0,4,0,0.0,130.32005083003853,1059.2830490391611,635.3991362117717
train_00202,3.2250548837832507,0.23077786423080443,12.914157813788247,3,6,0,324.89931139770124,162.07758083617384,1280.0,596.9830679683712
train_00203,3.187070956223264,-0.21744024736447698,-6.393618080601955,3,4,2,0.0,163.7806191719392,946.8048975989532,594.9211754353051
train_00204,3.0441079828639754,-0.21672438490908827,6.166085258672414,3,5,1,0.0,152.99939285098407,1031.109827992426,607.964619672364
train_00205,2.9230223857453224,0.24351449346196247,-14.42988345267089,1,4,0,229.44391755522906,135.65330433328924,1280.0,628.9415234585313
